temperature,rainfall,humidity,yeild_apples
29.00,60.00,63.00,55.30
29.00,71.00,98.00,76.10
54.00,78.00,74.00,71.20
57.00,21.00,60.00,47.70
71.00,64.00,83.00,74.90
41.00,82.00,28.00,46.80
68.00,28.00,44.00,44.00
55.00,55.00,76.00,65.50
66.00,72.00,55.00,62.30
91.00,88.00,40.00,64.60
82.00,31.00,28.00,39.70
57.00,66.00,23.00,42.70
40.00,87.00,53.00,60.60
81.00,27.00,93.00,70.80
28.00,79.00,22.00,40.30
32.00,36.00,46.00,40.20
55.00,75.00,93.00,80.00
73.00,23.00,48.00,45.50
97.00,78.00,92.00,88.80
48.00,49.00,42.00,45.30
21.00,99.00,95.00,81.40
73.00,29.00,90.00,68.30
57.00,59.00,38.00,48.10
36.00,65.00,95.00,74.20
32.00,64.00,46.00,48.60
95.00,69.00,98.00,88.70
82.00,82.00,98.00,90.00
55.00,26.00,90.00,63.80
57.00,68.00,26.00,44.80
44.00,78.00,36.00,50.20
46.00,86.00,76.00,73.00
92.00,40.00,82.00,71.40
23.00,54.00,92.00,66.80
40.00,73.00,83.00,71.40
81.00,96.00,95.00,92.50
42.00,34.00,91.00,64.10
80.00,56.00,56.00,60.80
97.00,60.00,38.00,56.40
21.00,64.00,95.00,70.90
77.00,87.00,37.00,60.00
63.00,58.00,46.00,53.00
40.00,64.00,83.00,68.70
80.00,53.00,25.00,44.40
43.00,43.00,58.00,50.50
96.00,67.00,46.00,62.30
73.00,50.00,71.00,65.10
88.00,68.00,78.00,77.00
41.00,46.00,75.00,59.50
55.00,29.00,22.00,30.70
92.00,47.00,56.00,60.50
61.00,26.00,62.00,51.00
60.00,55.00,79.00,68.00
64.00,34.00,66.00,56.00
59.00,79.00,31.00,51.00
82.00,43.00,44.00,51.30
99.00,42.00,73.00,68.90
46.00,97.00,95.00,85.80
71.00,73.00,87.00,79.60
89.00,87.00,79.00,83.40
58.00,69.00,72.00,68.30
35.00,82.00,37.00,50.10
71.00,49.00,87.00,72.40
26.00,92.00,82.00,73.80
93.00,33.00,45.00,51.00
77.00,62.00,96.00,82.00
52.00,98.00,51.00,65.30
61.00,62.00,98.00,79.80
80.00,42.00,76.00,66.60
24.00,90.00,57.00,60.30
73.00,89.00,62.00,72.30
68.00,21.00,87.00,63.40
62.00,72.00,76.00,72.00
52.00,61.00,61.00,59.20
80.00,91.00,38.00,62.30
96.00,100.00,51.00,74.70
83.00,81.00,62.00,71.90
73.00,31.00,27.00,37.40
74.00,26.00,71.00,58.10
44.00,37.00,79.00,59.40
25.00,72.00,90.00,71.60
20.00,86.00,64.00,61.80
58.00,47.00,41.00,46.20
58.00,49.00,100.00,76.30
24.00,82.00,93.00,75.90
81.00,23.00,97.00,71.60
49.00,56.00,38.00,45.60
89.00,99.00,22.00,58.50
34.00,57.00,82.00,64.90
28.00,60.00,61.00,54.10
92.00,68.00,64.00,70.80
60.00,70.00,71.00,68.50
80.00,92.00,35.00,61.10
72.00,37.00,93.00,72.00
38.00,95.00,91.00,81.60
41.00,74.00,82.00,71.40
30.00,27.00,62.00,45.10
65.00,65.00,97.00,81.00
57.00,40.00,39.00,42.90
95.00,49.00,87.00,77.20
36.00,61.00,75.00,63.00
62.00,88.00,29.00,53.30
73.00,84.00,61.00,70.30
83.00,51.00,41.00,52.40
87.00,97.00,43.00,68.00
50.00,76.00,38.00,51.80
49.00,52.00,27.00,38.90
56.00,63.00,64.00,62.10
38.00,94.00,49.00,60.30
60.00,31.00,88.00,65.30
92.00,22.00,82.00,66.00
40.00,43.00,62.00,51.90
30.00,21.00,38.00,31.30
56.00,44.00,83.00,65.90
76.00,56.00,74.00,69.00
63.00,58.00,34.00,47.00
37.00,82.00,88.00,76.00
77.00,71.00,55.00,64.20
99.00,29.00,61.00,59.00
89.00,23.00,76.00,62.70
29.00,33.00,30.00,30.70
83.00,71.00,80.00,77.90
20.00,46.00,42.00,38.80
54.00,20.00,58.00,45.80
69.00,35.00,27.00,37.80
40.00,98.00,79.00,76.90
50.00,73.00,97.00,80.40
76.00,47.00,43.00,50.80
23.00,37.00,53.00,42.20
24.00,86.00,23.00,42.10
28.00,85.00,75.00,68.60
79.00,54.00,69.00,66.50
43.00,82.00,30.00,48.20
22.00,50.00,45.00,41.90
63.00,23.00,77.00,58.00
64.00,23.00,22.00,30.70
63.00,93.00,33.00,57.00
85.00,84.00,96.00,90.20
29.00,39.00,48.00,41.50
68.00,34.00,27.00,37.30
44.00,74.00,63.00,62.50
72.00,69.00,37.00,53.60
24.00,67.00,84.00,66.90
93.00,74.00,45.00,63.30
33.00,94.00,56.00,62.80
29.00,87.00,87.00,75.40
76.00,42.00,74.00,64.80
42.00,27.00,43.00,38.00
50.00,95.00,75.00,76.00
49.00,69.00,74.00,67.50
99.00,100.00,77.00,88.30
72.00,96.00,54.00,70.20
35.00,100.00,88.00,81.00
73.00,51.00,71.00,65.40
71.00,59.00,50.00,56.90
56.00,77.00,20.00,44.30
61.00,74.00,40.00,54.40
76.00,72.00,66.00,69.80
64.00,58.00,79.00,69.70
28.00,78.00,98.00,78.00
87.00,36.00,71.00,63.70
81.00,71.00,72.00,73.50
48.00,26.00,35.00,34.90
76.00,42.00,86.00,70.80
57.00,51.00,72.00,62.70
53.00,77.00,73.00,70.20
38.00,81.00,32.00,47.90
70.00,54.00,32.00,46.20
56.00,38.00,68.00,56.60
39.00,58.00,59.00,54.70
64.00,54.00,83.00,70.50
45.00,87.00,55.00,62.60
21.00,43.00,36.00,35.10
53.00,60.00,32.00,44.60
74.00,86.00,38.00,59.60
90.00,29.00,38.00,45.70
100.00,24.00,47.00,50.70
40.00,74.00,70.00,65.20
41.00,62.00,96.00,74.80
80.00,42.00,97.00,77.10
49.00,46.00,50.00,48.60
92.00,68.00,98.00,87.80
29.00,84.00,29.00,45.50
24.00,81.00,63.00,60.60
87.00,99.00,94.00,94.10
72.00,98.00,47.00,67.30
52.00,81.00,65.00,67.20
89.00,80.00,88.00,85.80
36.00,100.00,73.00,73.70
47.00,98.00,97.00,87.30
79.00,77.00,29.00,53.40
27.00,57.00,69.00,57.00
64.00,93.00,81.00,81.20
86.00,58.00,63.00,66.10
37.00,75.00,57.00,58.40
85.00,86.00,25.00,55.30
62.00,37.00,98.00,72.50
87.00,37.00,27.00,42.00
23.00,69.00,78.00,64.30
96.00,62.00,23.00,49.30
27.00,44.00,100.00,68.60
33.00,78.00,68.00,64.00
81.00,51.00,97.00,80.00
92.00,22.00,98.00,74.00
54.00,89.00,81.00,78.00
34.00,95.00,96.00,83.30
28.00,35.00,78.00,55.10
23.00,70.00,24.00,37.60
77.00,52.00,76.00,69.00
42.00,30.00,81.00,57.90
37.00,49.00,71.00,57.60
80.00,27.00,100.00,74.10
50.00,43.00,74.00,59.90
96.00,77.00,22.00,53.30
80.00,55.00,76.00,70.50
37.00,35.00,45.00,40.40
46.00,62.00,31.00,43.30
74.00,86.00,32.00,56.60
88.00,27.00,93.00,72.20
42.00,24.00,20.00,25.60
90.00,84.00,44.00,65.20
51.00,91.00,96.00,85.50
35.00,23.00,58.00,42.90
75.00,85.00,37.00,59.00
31.00,35.00,95.00,64.20
96.00,93.00,81.00,87.60
71.00,48.00,74.00,65.60
61.00,30.00,67.00,54.70
52.00,74.00,41.00,53.10
55.00,24.00,64.00,50.20
54.00,74.00,40.00,53.00
95.00,79.00,43.00,64.20
75.00,83.00,24.00,51.90
75.00,23.00,23.00,33.40
88.00,46.00,99.00,80.90
75.00,64.00,66.00,67.20
96.00,59.00,52.00,62.90
93.00,66.00,92.00,84.40
81.00,96.00,40.00,65.00
100.00,75.00,82.00,83.50
25.00,56.00,69.00,56.30
33.00,41.00,48.00,42.90
42.00,43.00,69.00,55.80
34.00,40.00,83.00,60.30
89.00,42.00,35.00,47.90
44.00,63.00,90.00,72.70
21.00,76.00,40.00,47.00
96.00,78.00,26.00,55.60
68.00,79.00,70.00,72.30
90.00,88.00,70.00,79.40
85.00,100.00,42.00,68.00
23.00,37.00,47.00,39.20
99.00,98.00,82.00,90.20
49.00,36.00,72.00,56.60
62.00,90.00,39.00,58.90
52.00,49.00,71.00,60.60
54.00,43.00,86.00,66.70
98.00,86.00,64.00,77.40
52.00,30.00,98.00,68.40
61.00,45.00,31.00,41.20
84.00,55.00,94.00,80.30
60.00,80.00,100.00,86.00
93.00,77.00,56.00,69.70
49.00,50.00,30.00,39.80
96.00,62.00,43.00,59.30
60.00,32.00,62.00,52.60
29.00,70.00,82.00,67.80
64.00,54.00,29.00,43.50
64.00,31.00,68.00,56.10
87.00,49.00,83.00,73.60
85.00,22.00,34.00,40.60
20.00,81.00,30.00,43.30
86.00,69.00,32.00,53.90
85.00,92.00,98.00,93.60
40.00,32.00,79.00,57.10
99.00,32.00,37.00,47.90
24.00,100.00,92.00,80.80
33.00,82.00,20.00,41.20
64.00,60.00,90.00,75.80
81.00,63.00,63.00,66.60
71.00,99.00,40.00,63.90
80.00,20.00,23.00,33.50
74.00,25.00,84.00,64.30
82.00,60.00,71.00,69.90
42.00,37.00,100.00,69.50
84.00,90.00,52.00,69.80
74.00,57.00,97.00,80.40
74.00,59.00,22.00,43.50
55.00,87.00,53.00,63.60
32.00,78.00,23.00,41.30
83.00,62.00,94.00,82.20
95.00,94.00,100.00,97.20
23.00,65.00,49.00,48.60
50.00,60.00,22.00,39.00
55.00,48.00,48.00,49.40
45.00,44.00,74.00,59.20
35.00,70.00,97.00,76.50
53.00,55.00,64.00,59.10
43.00,24.00,41.00,36.30
88.00,48.00,82.00,73.00
98.00,54.00,85.00,78.30
27.00,22.00,53.00,38.50
38.00,86.00,55.00,60.90
81.00,83.00,42.00,62.10
80.00,66.00,33.00,52.30
96.00,45.00,69.00,67.20
68.00,46.00,99.00,76.90
28.00,24.00,44.00,34.80
99.00,34.00,37.00,48.50
84.00,32.00,40.00,46.40
76.00,78.00,64.00,70.60
37.00,54.00,93.00,70.10
89.00,93.00,26.00,58.70
49.00,39.00,29.00,36.00
98.00,82.00,84.00,86.20
91.00,94.00,84.00,88.40
49.00,32.00,46.00,42.40
30.00,33.00,91.00,61.40
46.00,95.00,66.00,70.70
75.00,56.00,65.00,64.30
90.00,30.00,82.00,68.00
81.00,67.00,44.00,58.30
40.00,79.00,27.00,45.20
29.00,43.00,24.00,30.70
71.00,61.00,76.00,70.50
87.00,58.00,92.00,80.80
33.00,96.00,37.00,53.90
88.00,38.00,26.00,42.00
64.00,28.00,87.00,64.70
30.00,74.00,38.00,47.20
83.00,100.00,62.00,77.60
95.00,28.00,91.00,72.90
77.00,57.00,98.00,81.50
58.00,35.00,74.00,59.10
44.00,39.00,56.00,48.50
79.00,94.00,82.00,85.00
59.00,36.00,37.00,41.10
72.00,23.00,71.00,56.80
29.00,86.00,38.00,50.60
24.00,60.00,85.00,65.30
41.00,61.00,49.00,51.00
69.00,31.00,46.00,46.10
60.00,89.00,37.00,57.20
23.00,50.00,41.00,40.10
21.00,91.00,89.00,76.00
41.00,38.00,79.00,59.10
48.00,30.00,77.00,57.10
49.00,27.00,99.00,67.40
25.00,94.00,92.00,79.20
98.00,23.00,97.00,75.00
76.00,44.00,69.00,62.90
28.00,42.00,78.00,57.20
90.00,70.00,25.00,51.50
78.00,85.00,50.00,66.10
80.00,20.00,93.00,68.50
20.00,97.00,37.00,51.60
40.00,91.00,42.00,56.30
50.00,98.00,82.00,80.40
100.00,63.00,60.00,68.90
29.00,36.00,27.00,30.10
89.00,31.00,60.00,57.10
20.00,35.00,35.00,32.00
53.00,24.00,53.00,44.30
42.00,59.00,52.00,52.10
49.00,36.00,61.00,51.10
78.00,91.00,31.00,58.40
98.00,35.00,64.00,62.10
85.00,68.00,34.00,54.40
72.00,73.00,32.00,52.30
80.00,31.00,61.00,55.80
71.00,81.00,29.00,53.00
46.00,71.00,44.00,52.50
77.00,45.00,100.00,78.90
57.00,89.00,71.00,73.60
37.00,61.00,26.00,38.70
36.00,71.00,75.00,66.00
34.00,89.00,22.00,44.50
99.00,36.00,99.00,80.10
21.00,74.00,66.00,59.40
56.00,93.00,81.00,79.60
88.00,74.00,74.00,76.80
48.00,50.00,98.00,73.60
75.00,94.00,54.00,70.20
96.00,85.00,35.00,62.20
33.00,70.00,71.00,63.10
99.00,48.00,28.00,48.20
99.00,50.00,44.00,56.80
24.00,54.00,36.00,39.00
58.00,70.00,73.00,69.10
67.00,67.00,76.00,71.50
53.00,51.00,100.00,75.90
25.00,56.00,79.00,61.30
20.00,79.00,29.00,42.20
33.00,68.00,99.00,76.50
95.00,63.00,95.00,85.40
26.00,60.00,64.00,55.20
66.00,26.00,89.00,65.50
66.00,97.00,91.00,87.80
37.00,38.00,48.00,42.80
60.00,71.00,87.00,76.80
64.00,88.00,56.00,67.20
59.00,57.00,55.00,56.40
35.00,33.00,100.00,66.90
22.00,52.00,78.00,59.00
85.00,23.00,44.00,45.90
91.00,86.00,72.00,80.00
91.00,93.00,83.00,87.60
70.00,30.00,71.00,58.50
95.00,69.00,21.00,50.20
48.00,25.00,22.00,28.10
99.00,93.00,46.00,70.70
54.00,63.00,33.00,46.20
94.00,63.00,88.00,81.70
45.00,95.00,76.00,75.50
90.00,67.00,54.00,65.10
46.00,93.00,97.00,85.60
100.00,26.00,96.00,75.80
95.00,30.00,53.00,54.50
71.00,89.00,54.00,67.90
39.00,64.00,99.00,76.50
91.00,94.00,32.00,62.40
21.00,86.00,67.00,63.50
72.00,72.00,91.00,81.50
71.00,25.00,85.00,64.20
28.00,25.00,93.00,59.60
42.00,37.00,97.00,68.00
63.00,32.00,87.00,65.70
35.00,58.00,90.00,69.40
69.00,25.00,86.00,64.30
91.00,35.00,29.00,43.20
96.00,23.00,54.00,53.10
28.00,81.00,80.00,69.90
96.00,72.00,86.00,83.80
90.00,28.00,50.00,51.40
72.00,69.00,91.00,80.60
38.00,49.00,36.00,40.30
41.00,89.00,52.00,60.90
90.00,36.00,86.00,71.80
35.00,60.00,87.00,68.50
27.00,69.00,54.00,53.10
45.00,23.00,30.00,30.90
90.00,78.00,20.00,51.40
98.00,94.00,39.00,67.30
87.00,94.00,83.00,87.10
79.00,92.00,46.00,66.40
69.00,78.00,65.00,69.70
67.00,75.00,58.00,64.90
57.00,45.00,32.00,40.90
93.00,86.00,56.00,72.40
76.00,44.00,64.00,60.40
31.00,67.00,64.00,58.30
53.00,69.00,34.00,48.30
54.00,53.00,94.00,73.70
79.00,87.00,76.00,79.90
71.00,44.00,60.00,57.40
35.00,99.00,48.00,60.70
30.00,91.00,20.00,43.30
87.00,55.00,48.00,57.90
42.00,62.00,62.00,58.00
39.00,31.00,79.00,56.60
85.00,40.00,63.00,60.50
49.00,59.00,64.00,59.50
83.00,47.00,61.00,61.20
99.00,32.00,28.00,43.40
51.00,84.00,62.00,66.40
88.00,100.00,79.00,87.10
85.00,53.00,98.00,81.90
50.00,33.00,100.00,69.90
26.00,64.00,61.00,54.90
100.00,95.00,42.00,69.50
67.00,52.00,99.00,78.50
37.00,83.00,70.00,67.30
71.00,49.00,63.00,60.40
61.00,65.00,85.00,74.20
20.00,31.00,96.00,61.30
72.00,87.00,89.00,85.00
77.00,94.00,100.00,93.60
21.00,100.00,37.00,52.70
84.00,90.00,73.00,80.30
39.00,58.00,63.00,56.70
37.00,23.00,90.00,59.30
87.00,72.00,41.00,59.50
31.00,59.00,83.00,65.40
60.00,61.00,66.00,63.30
27.00,59.00,66.00,56.10
94.00,50.00,23.00,45.30
73.00,26.00,70.00,57.40
67.00,20.00,82.00,60.40
22.00,55.00,85.00,63.40
36.00,42.00,24.00,31.80
84.00,42.00,57.00,57.90
78.00,69.00,34.00,53.30
73.00,31.00,67.00,57.40
30.00,23.00,41.00,33.40
52.00,87.00,41.00,57.00
100.00,91.00,41.00,67.80
57.00,94.00,39.00,59.10
32.00,79.00,55.00,57.60
94.00,99.00,39.00,68.00
51.00,35.00,66.00,53.70
62.00,66.00,70.00,67.20
41.00,49.00,73.00,59.40
70.00,51.00,93.00,75.80
40.00,27.00,81.00,56.60
60.00,65.00,42.00,52.50
69.00,69.00,55.00,62.00
85.00,98.00,29.00,60.90
61.00,23.00,70.00,54.10
20.00,34.00,66.00,47.20
42.00,76.00,70.00,66.20
22.00,67.00,95.00,72.00
45.00,57.00,52.00,52.10
97.00,35.00,93.00,76.40
56.00,87.00,62.00,68.30
37.00,25.00,32.00,30.90
79.00,29.00,60.00,54.50
96.00,22.00,91.00,71.30
26.00,29.00,95.00,61.40
25.00,80.00,74.00,66.00
79.00,88.00,60.00,72.20
60.00,86.00,73.00,74.30
91.00,22.00,93.00,71.30
95.00,90.00,23.00,57.50
78.00,45.00,85.00,71.60
53.00,87.00,92.00,82.70
72.00,53.00,81.00,70.80
97.00,20.00,38.00,44.40
93.00,77.00,60.00,71.70
48.00,74.00,95.00,79.30
37.00,48.00,98.00,70.80
86.00,47.00,68.00,65.30
40.00,80.00,76.00,70.00
75.00,48.00,42.00,50.40
96.00,80.00,52.00,69.20
40.00,26.00,72.00,51.80
62.00,20.00,40.00,38.40
73.00,72.00,89.00,80.70
66.00,67.00,93.00,79.80
56.00,55.00,62.00,58.70
39.00,82.00,66.00,65.40
23.00,98.00,29.00,48.50
73.00,63.00,60.00,63.50
76.00,39.00,64.00,58.90
76.00,28.00,63.00,55.10
82.00,88.00,76.00,80.80
79.00,28.00,68.00,58.20
81.00,80.00,85.00,82.70
35.00,67.00,62.00,58.10
63.00,97.00,68.00,75.70
39.00,40.00,71.00,55.30
94.00,76.00,95.00,89.10
64.00,58.00,58.00,59.20
42.00,28.00,92.00,62.80
79.00,49.00,72.00,66.50
83.00,83.00,55.00,69.00
73.00,80.00,58.00,67.60
30.00,44.00,91.00,64.70
85.00,45.00,35.00,48.00
72.00,95.00,96.00,90.90
67.00,100.00,64.00,75.40
46.00,76.00,36.00,50.00
36.00,24.00,58.00,43.40
57.00,54.00,50.00,52.60
39.00,79.00,73.00,68.00
49.00,62.00,31.00,43.90
61.00,56.00,40.00,49.00
75.00,93.00,68.00,76.90
65.00,55.00,95.00,77.00
63.00,53.00,88.00,72.50
28.00,24.00,60.00,42.80
27.00,82.00,76.00,68.00
50.00,35.00,48.00,44.50
47.00,60.00,92.00,73.40
62.00,30.00,43.00,42.90
30.00,74.00,100.00,78.20
78.00,42.00,53.00,54.70
76.00,54.00,83.00,72.90
60.00,25.00,40.00,39.50
27.00,93.00,37.00,51.80
24.00,30.00,83.00,55.30
67.00,69.00,69.00,68.60
46.00,84.00,60.00,64.40
60.00,47.00,23.00,37.60
79.00,97.00,99.00,94.40
60.00,27.00,59.00,49.60
88.00,46.00,24.00,43.40
37.00,46.00,83.00,62.70
78.00,51.00,40.00,50.90
33.00,21.00,24.00,24.90
66.00,48.00,57.00,56.10
50.00,74.00,22.00,43.20
54.00,53.00,41.00,47.20
50.00,78.00,76.00,71.40
98.00,21.00,68.00,59.90
99.00,79.00,21.00,54.00
96.00,99.00,66.00,81.90
80.00,31.00,56.00,53.30
44.00,59.00,67.00,60.00
50.00,41.00,33.00,38.80
59.00,77.00,94.00,81.90
87.00,72.00,45.00,61.50
39.00,47.00,37.00,40.40
38.00,31.00,67.00,50.40
52.00,57.00,72.00,63.50
67.00,94.00,70.00,76.60
36.00,21.00,92.00,59.50
89.00,40.00,38.00,48.80
47.00,84.00,47.00,58.10
55.00,72.00,78.00,71.60
86.00,24.00,56.00,52.40
33.00,100.00,26.00,49.60
62.00,89.00,67.00,72.60
89.00,95.00,39.00,65.80
83.00,78.00,48.00,64.00
67.00,56.00,78.00,69.20
41.00,80.00,42.00,53.20
81.00,67.00,53.00,62.80
32.00,91.00,65.00,66.20
59.00,60.00,43.00,51.30
22.00,45.00,83.00,59.40
59.00,93.00,66.00,72.70
40.00,56.00,27.00,38.30
93.00,41.00,38.00,49.90
92.00,32.00,48.00,52.00
87.00,70.00,22.00,49.40
96.00,33.00,34.00,46.10
84.00,71.00,91.00,83.60
75.00,51.00,41.00,50.80
43.00,87.00,50.00,59.70
64.00,34.00,37.00,41.50
38.00,49.00,39.00,41.80
55.00,46.00,76.00,62.80
35.00,64.00,52.00,52.20
44.00,48.00,70.00,58.20
41.00,96.00,70.00,72.00
40.00,49.00,96.00,70.70
78.00,99.00,70.00,80.30
28.00,82.00,83.00,71.70
38.00,81.00,89.00,76.40
61.00,64.00,57.00,59.90
72.00,20.00,85.00,62.90
40.00,87.00,81.00,74.60
96.00,39.00,93.00,77.40
76.00,32.00,48.00,48.80
32.00,30.00,96.00,63.40
74.00,68.00,93.00,81.70
60.00,36.00,88.00,66.80
59.00,66.00,88.00,75.60
64.00,31.00,46.00,45.10
82.00,53.00,76.00,70.30
80.00,61.00,57.00,62.80
100.00,31.00,69.00,63.80
61.00,95.00,81.00,81.20
29.00,88.00,69.00,66.70
33.00,46.00,78.00,59.40
26.00,81.00,84.00,71.50
34.00,27.00,43.00,36.40
74.00,50.00,92.00,75.80
89.00,57.00,56.00,62.90
26.00,83.00,30.00,45.10
59.00,49.00,82.00,67.50
66.00,47.00,56.00,55.30
100.00,41.00,20.00,42.30
68.00,68.00,89.00,78.50
30.00,42.00,97.00,67.10
94.00,29.00,67.00,61.00
33.00,75.00,58.00,58.10
74.00,59.00,36.00,50.50
74.00,29.00,41.00,44.00
73.00,51.00,50.00,54.90
100.00,30.00,69.00,63.50
89.00,66.00,83.00,79.10
99.00,58.00,27.00,50.70
36.00,100.00,83.00,78.70
26.00,29.00,22.00,24.90
93.00,93.00,53.00,73.00
48.00,78.00,59.00,62.50
80.00,65.00,30.00,50.50
32.00,38.00,90.00,62.80
93.00,56.00,82.00,76.40
73.00,42.00,67.00,60.70
78.00,85.00,44.00,63.10
40.00,37.00,74.00,56.10
60.00,94.00,27.00,53.70
57.00,97.00,87.00,84.00
54.00,40.00,29.00,37.30
46.00,54.00,30.00,40.40
67.00,95.00,94.00,88.90
60.00,61.00,23.00,41.80
71.00,70.00,42.00,56.20
89.00,83.00,28.00,56.70
41.00,51.00,71.00,59.00
78.00,51.00,99.00,80.40
31.00,56.00,27.00,36.50
97.00,92.00,44.00,69.00
71.00,97.00,82.00,84.30
74.00,59.00,62.00,63.50
100.00,55.00,39.00,56.00
75.00,46.00,67.00,62.30
92.00,41.00,58.00,59.70
89.00,63.00,55.00,64.20
87.00,99.00,35.00,64.60
91.00,70.00,34.00,56.20
91.00,22.00,65.00,57.30
76.00,60.00,58.00,62.20
32.00,82.00,49.00,55.50
21.00,48.00,26.00,31.60
51.00,65.00,97.00,78.20
59.00,22.00,95.00,65.90
64.00,54.00,72.00,65.00
24.00,77.00,38.00,46.90
94.00,43.00,76.00,69.70
48.00,26.00,25.00,29.90
37.00,92.00,73.00,71.50
99.00,32.00,24.00,41.40
47.00,39.00,27.00,34.60
47.00,53.00,26.00,38.30
73.00,44.00,46.00,50.80
32.00,64.00,44.00,47.60
98.00,21.00,96.00,73.90
83.00,57.00,51.00,59.20
46.00,31.00,20.00,28.50
41.00,77.00,100.00,81.30
75.00,42.00,79.00,67.10
69.00,77.00,22.00,47.90
68.00,69.00,20.00,44.30
87.00,30.00,27.00,39.90
70.00,56.00,96.00,78.80
52.00,82.00,54.00,62.00
23.00,67.00,96.00,72.70
38.00,81.00,86.00,74.90
86.00,56.00,52.00,60.00
95.00,32.00,43.00,50.10
20.00,87.00,65.00,62.60
47.00,81.00,54.00,60.70
44.00,57.00,36.00,43.90
91.00,87.00,31.00,59.80
34.00,45.00,89.00,64.80
83.00,41.00,93.00,75.40
65.00,45.00,57.00,55.00
23.00,46.00,59.00,47.90
57.00,80.00,90.00,80.40
85.00,42.00,57.00,58.10
45.00,46.00,80.00,62.80
23.00,28.00,81.00,53.50
77.00,90.00,68.00,76.40
23.00,67.00,22.00,35.70
20.00,41.00,88.00,60.30
67.00,67.00,58.00,62.50
81.00,81.00,85.00,83.00
65.00,33.00,89.00,67.40
59.00,48.00,60.00,56.20
92.00,29.00,71.00,62.60
33.00,61.00,66.00,57.90
95.00,70.00,68.00,74.00
20.00,75.00,54.00,53.50
99.00,23.00,52.00,52.70
56.00,97.00,74.00,77.30
48.00,24.00,60.00,46.80
82.00,33.00,78.00,65.30
70.00,89.00,73.00,77.20
68.00,41.00,71.00,61.40
40.00,73.00,41.00,50.40
43.00,32.00,62.00,49.20
52.00,22.00,71.00,52.50
57.00,53.00,53.00,53.80
42.00,82.00,47.00,56.50
60.00,46.00,85.00,68.30
74.00,49.00,39.00,49.00
81.00,90.00,66.00,76.20
90.00,93.00,21.00,56.40
65.00,23.00,73.00,56.40
99.00,34.00,28.00,44.00
35.00,48.00,35.00,38.90
29.00,71.00,21.00,37.60
84.00,61.00,75.00,72.60
89.00,76.00,22.00,51.60
28.00,60.00,62.00,54.60
78.00,67.00,75.00,73.20
37.00,83.00,22.00,43.30
85.00,77.00,92.00,86.10
89.00,25.00,72.00,61.30
91.00,30.00,71.00,62.70
26.00,28.00,58.00,42.60
89.00,62.00,61.00,66.90
98.00,100.00,54.00,76.60
34.00,63.00,41.00,46.20
37.00,80.00,58.00,60.40
32.00,42.00,70.00,54.00
62.00,94.00,45.00,63.10
45.00,48.00,23.00,34.90
49.00,50.00,29.00,39.30
70.00,86.00,55.00,67.30
46.00,56.00,41.00,46.50
61.00,28.00,83.00,62.10
78.00,92.00,89.00,87.70
45.00,76.00,99.00,81.30
32.00,20.00,100.00,62.40
65.00,91.00,79.00,79.80
77.00,56.00,57.00,60.70
63.00,75.00,30.00,50.10
59.00,22.00,97.00,66.90
24.00,31.00,54.00,41.10
92.00,85.00,86.00,86.90
74.00,95.00,70.00,78.30
72.00,97.00,49.00,68.00
21.00,37.00,35.00,32.80
96.00,82.00,87.00,87.30
66.00,90.00,44.00,62.20
66.00,28.00,76.00,59.60
91.00,26.00,80.00,66.00
77.00,75.00,70.00,72.90
35.00,69.00,50.00,52.70
77.00,46.00,61.00,59.70
44.00,54.00,84.00,67.00
50.00,80.00,52.00,60.00
62.00,88.00,23.00,50.30
86.00,80.00,38.00,60.20
32.00,52.00,42.00,43.00
56.00,25.00,24.00,30.70
27.00,81.00,85.00,72.20
25.00,20.00,41.00,31.50
58.00,45.00,55.00,52.60
72.00,56.00,58.00,60.20
72.00,74.00,93.00,83.10
86.00,99.00,46.00,69.90
48.00,22.00,100.00,66.20
87.00,85.00,28.00,56.90
37.00,27.00,86.00,58.50
75.00,49.00,54.00,56.70
23.00,81.00,93.00,75.40
28.00,72.00,99.00,76.70
53.00,68.00,99.00,80.50
35.00,48.00,35.00,38.90
28.00,79.00,50.00,54.30
52.00,55.00,41.00,47.40
66.00,67.00,22.00,44.30
72.00,38.00,34.00,42.80
26.00,64.00,90.00,69.40
41.00,60.00,29.00,40.70
76.00,58.00,49.00,57.10
89.00,71.00,93.00,85.60
59.00,71.00,54.00,60.10
22.00,57.00,94.00,68.50
99.00,59.00,32.00,53.50
73.00,47.00,66.00,61.70
51.00,64.00,69.00,63.90
71.00,49.00,34.00,45.90
31.00,27.00,22.00,25.30
20.00,93.00,40.00,51.90
55.00,22.00,42.00,38.60
87.00,70.00,78.00,77.40
35.00,30.00,41.00,36.50
53.00,82.00,47.00,58.70
83.00,40.00,31.00,44.10
60.00,50.00,81.00,67.50
74.00,82.00,92.00,85.40
62.00,79.00,67.00,69.60
76.00,31.00,60.00,54.50
80.00,69.00,39.00,56.20
29.00,29.00,55.00,42.00
32.00,82.00,21.00,41.50
22.00,48.00,86.00,61.80
82.00,47.00,56.00,58.50
83.00,97.00,69.00,80.20
98.00,20.00,66.00,58.60
66.00,60.00,82.00,72.20
33.00,41.00,28.00,32.90
68.00,86.00,80.00,79.40
64.00,33.00,79.00,62.20
24.00,21.00,71.00,46.60
83.00,49.00,56.00,59.30
23.00,61.00,34.00,39.90
76.00,84.00,73.00,76.90
